"Linguistic trait","LinguistictraitID","Linguistic components"
"Drabišna 2: 126","17571",""
"klàvə","17567",""
"z'èmə","17568",""
"izl'ùčkəl","17564",""
"Drabišna 2: 125","17566",""
"Drabišna 2: 124","17563",""
"vɤ̀rzuvə","17559",""
"kufɤ̀tə","17560",""
"l'ùčkəl","17562",""
"pijàše","17552",""
"ùdə","17553",""
"ùtrən","17554",""
"pìe","17556",""
"kufùtə","17557",""
"Drabišna 2: 123","17558",""
"Drabišna 2: 122","17551",""
"hàj","17545",""
"nàeš","17546",""
"vikə","17547",""
"òd","17548",""
"drùgə","17549",""
"ùtrinə","17550",""
"fàne","17543",""
"Drabišna 2: 121","17544",""
"Drabišna 2: 120","17542",""
"pijè","17540",""
"spətərìsələ","17541",""
"utərnɤ̀tə","17536",""
"təkòvə","17537",""
"puì","17538",""
"Drabišna 2: 119","17539",""
"Drabišna 2: 118","17535",""
"stànələ","17528",""
"ri","17530",""
"zlàtnə","17532",""
"rìpkə","17533",""
"d'èt","17523",""
"m'àtnələ","17525",""
"vudɤ̀tə","17526",""
"Drabišna 2: 117","17527",""
"Drabišna 2: 116","17522",""
"zəvìvə","17519",""
"uv'à","17520",""
"uvər'àvə","17521",""
"jà","17517",""
"jàz","17514",""
"z","17515",""
"č'àkəj","17513",""
"Drabišna 2: 115","17511",""
"puč'ern'àh","17508",""
"veterɤ̀","17509",""
"təkɤ̀u","17510",""
"kɤ̀və","17503",""
"Drabišna 2: 114","17505",""
"Drabišna 2: 113","17502",""
"puč'ern'àlə","17499",""
"aaa","17494",""
"sɤ̀štətə","17496",""
"Drabišna 2: 112","17497",""
"Drabišna 2: 111","17493",""
"z'èmi","17488",""
"nèhi̥","17489",""
"gl'èdəl","17491",""
"ìka","17492",""
"duhòdə","17486",""
"Drabišna 2: 110","17487",""
"Drabišna 2: 109","17485",""
"nə","17480",""
"n'èhi̥","17481",""
"am'èn","17482",""
"z'ìmə","17483",""
"prebɤ̀rnə","17484",""
"sl'àlə","17477",""
"nəl'ài","17478",""
"Drabišna 2: 108","17479",""
"Drabišna 2: 107","17476",""
"jà","17472",""
"nəl'àeš","17474",""
"sl'àz","17475",""
"mumìč'i","17467",""
"tɤ̀rsiš","17468",""
"nìš'tu","17469",""
"tɤ̀rs'əm","17470",""
"Drabišna 2: 106","17471",""
"Drabišna 2: 105","17466",""
"èj","17463",""
"krəsìvə","17464",""
"puglènnələ","17465",""
"c'ìgənkə","17456",""
"nəl'àe","17457",""
"gl'edə","17459",""
"fɤ̀tre","17460",""
"Drabišna 2: 104","17461",""
"Drabišna 2: 103","17455",""
"č'àkələ","17452",""
"vèk'e","17453",""
"dòjdi","17454",""
"skà","17448",""
"dərvòtu","17449",""
"kàčilə","17450",""
"Drabišna 2: 102","17451",""
"Drabišna 2: 101","17446",""
"zəved'è","17444",""
"pukàčilə","17445",""
"zìmə","17442",""
"təkɤ̀vutu","17437",""
"kərùcətə","17438",""
"dòjdə","17439",""
"zàvedə","17440",""
"Drabišna 2: 100","17441",""
"Drabišna 2: 99","17436",""
"z'èmə","17434",""
"kòn'ə","17435",""
"izmurì","17425",""
"s'ènni","17427",""
"svà","17428",""
"bunàrč'i","17429",""
"Drabišna 2: 98","17430",""
"Drabišna 2: 97","17424",""
"Drabišna 2: 96","17422",""
"mòž","17420",""
"izmurìh","17421",""
"iskàrənə","17416",""
"iskàlə","17417",""
"vòdil","17418",""
"Drabišna 2: 95","17419",""
"òt'","17415",""
"Drabišna 2: 94","17414",""
"t'èbe","17411",""
"vərv'àlə","17413",""
"jàbəlkətə","17406",""
"ubìčəm","17408",""
"ubìčəš","17409",""
"Drabišna 2: 93","17410",""
"Eremija 6: 9","17405",""
"Eremija 6: 8","17404",""
"ìxu","17403",""
"Eremija 6: 7","17400",""
"vəršèeše","17399",""
"vṛšème","17395",""
"snòpje","17397",""
"Eremija 6: 6","17398",""
"Eremija 6: 5","17394",""
"Eremija 6: 4","17392",""
"zbèrat","17390",""
"pràite","17386",""
"žnète","17387",""
"səbìrate","17388",""
"Eremija 6: 1","17389",""
"ožnète","17384",""
"nemòj","17382",""
"kəìl","17380",""
"n'àkoi","17376",""
"zadgròbno","17378",""
"Eremija 5: 129","17379",""
"Eremija 5: 128","17375",""
"Eremija 5: 127","17374",""
"Eremija 5: 126","17372",""
"Eremija 5: 125","17371",""
"Eremija 5: 124","17370",""
"Eremija 5: 123","17369",""
"bèk'i","17366",""
"svèt","17368",""
"št'àhme","17365",""
"hm.hm","17364",""
"udvɤ̀nkə","17361",""
"òjda","17359",""
"Eremija 5: 122","17360",""
"razdèl'en'a","17357",""
"čovèko","17353",""
"blagodàrna","17355",""
"Eremija 5: 121","17356",""
"pogledàl","17351",""
"fàšta","17345",""
"živejàla","17347",""
"da","17348",""
"Eremija 5: 120","17350",""
"Eremija 5: 119","17342",""
"stuttà","17341",""
"Eremija 5: 118","17338",""
"takàva","17331",""
"stùt","17332",""
"àt","17334",""
"studèna","17335",""
"vodà","17336",""
"pomṛ̀zne","17329",""
"fenà","17330",""
"kuròrt","17323",""
"ùbaf","17324",""
"lubenìcata","17326",""
"kurìtoto","17327",""
"Eremija 5: 117","17328",""
"tvà","17322",""
"bìvolici","17314",""
"muzàli","17315",""
"pràat","17316",""
"na","17317",""
"če","17320",""
"Eremija 5: 116","17321",""
"Eremija 5: 115","17313",""
"Eremija 5: 114","17311",""
"baìra","17308",""
"bačìi","17310",""
"Eremija 5: 113","17307",""
"kòn","17303",""
"je","17304",""
"je","17305",""
"ùčen","17306",""
"Eremija 5: 112","17301",""
"smèja","17295",""
"pùsneš","17297",""
"dàjte","17286",""
"žèna","17288",""
"kàčime","17290",""
"lèle","17293",""
"Eremija 5: 111","17294",""
"Eremija 5: 110","17284",""
"dṛ̀ven","17277",""
"kàčuvə","17282",""
"kamandìro","17283",""
"dɤ̀rva","17274",""
"Eremija 5: 109","17275",""
"Eremija 5: 108","17273",""
"kazàrmata","17271",""
"rèžat","17270",""
"mažò","17264",""
"narèdi","17265",""
"tovà","17266",""
"vojnìcite","17267",""
"ìdat","17268",""
"Eremija 5: 107","17269",""
"Eremija 5: 106","17262",""
"əmhəm","17261",""
"sè","17253",""
"snèk","17254",""
"mèčkite","17256",""
"gàždaa","17257",""
"vùcite","17258",""
"vìjat","17259",""
"Eremija 5: 105","17260",""
"Eremija 5: 104","17250",""
"xəmxəm","17249",""
"kàčat","17238",""
"ednìte","17240",""
"xàjde","17241",""
"planinàta","17244",""
"snegò","17245",""
"dèka","17246",""
"tṛl'àsva","17247",""
"Eremija 5: 103","17248",""
"Eremija 5: 102","17237",""
"po","17233",""
"pòlko","17235",""
"kòne","17231",""
"Eremija 5: 101","17232",""
"Eremija 5: 100","17229",""
"kòku","17228",""
"brè","17226",""
"Eremija 5: 99","17227",""
"Eremija 5: 98","17225",""
"kačuvàla","17221",""
"kòlko","17223",""
"visòk","17224",""
"bèeme","17215",""
"živuvàx","17218",""
"čovèko","17219",""
"Eremija 5: 97","17220",""
"Eremija 5: 96","17212",""
"Eremija 5: 95","17210",""
"Eremija 5: 94","17209",""
"xmm","17208",""
"čovèko","17201",""
"pàmetniko","17202",""
"nègovio","17203",""
"dèka","17204",""
"pristìgam","17205",""
"Eremija 5: 93","17207",""
"Eremija 5: 92","17200",""
"dṛ̀ta","17193",""
"pritrùpajte","17197",""
"ispišète","17199",""
"ma","17190",""
"pàmetnik","17191",""
"Eremija 5: 91","17192",""
"Eremija 5: 90","17189",""
"əm","17188",""
"nìema","17179",""
"tùrat","17180",""
"obgràda","17181",""
"skàpi","17185",""
"pàmetnicite","17186",""
"Eremija 5: 89","17187",""
"Eremija 5: 88","17177",""
"ìl'adi","17176",""
"Eremija 5: 87","17172",""
"puskɤ̀ta","17170",""
"Eremija 5: 86","17169",""
"Eremija 5: 85","17168",""
"xəm","17167",""
"sinò","17164",""
"parìčki","17165",""
"Eremija 5: 84","17166",""
"Eremija 5: 83","17158",""
"čovèko","17152",""
"àrčat","17153",""
"pàmetnici","17154",""
"tùra:t","17155",""
"xəm","17150",""
"Eremija 5: 82","17151",""
"Eremija 5: 81","17149",""
"zakòpaa","17147",""
"čovèko","17148",""
"mrìe","17145",""
"Eremija 5: 80","17146",""
"Eremija 5: 79","17144",""
"Eremija 5: 78","17143",""
"iskòpaš","17140",""
"bèh","17137",""
"iskòpam","17138",""
"Eremija 5: 77","17139",""
"stàra","17132",""
"ìskopam","17128",""
"gròba","17129",""
"Eremija 5: 76","17130",""
"Eremija 5: 75","17127",""
"pràti","17122",""
"abàr","17123",""
"prìgotva","17124",""
"samà","17125",""
"dòjda","17126",""
"Eremija 5: 74","17121",""
"čovèče","17115",""
"ìsprati","17116",""
"pìsmo","17117",""
"čèta","17119",""
"pròčeta","17120",""
"Eremija 5: 73","17113",""
"Eremija 5: 72","17112",""
"Eremija 5: 71","17109",""
"slèzni","17102",""
"prìberi","17105",""
"bòk","17107",""
"štòm","17108",""
"Eremija 5: 70","17100",""
"bòg","17096",""
"nèče","17098",""
"božà","17088",""
"mòem","17090",""
"bɤ̀rkame","17091",""
"Eremija 5: 69","17093",""
"Eremija 5: 68","17085",""
"iskàram","17082",""
"tokù","17083",""
"sèdem","17084",""
"mòš","17076",""
"šejsè","17078",""
"iskàrat","17080",""
"Eremija 5: 67","17081",""
"Drabišna 2: 92","17074",""
"nəgòtvil","17072",""
"rudìlə","17073",""
"n'èhi","17066",""
"s'ètnəə","17067",""
"Drabišna 2: 91","17068",""
"Drabišna 2: 90","17064",""
"izgùbila","17063",""
"n'àməl","17058",""
"dəd'è","17059",""
"t'a","17060",""
"isč'èznələ","17061",""
"Drabišna 2: 89","17062",""
"Drabišna 2: 88","17057",""
"hl'àp","17054",""
"sòl'","17055",""
"n'àməlu","17056",""
"ubič'əš","17050",""
"m'ène","17051",""
"wòdə","17052",""
"Drabišna 2: 87","17053",""
"Drabišna 2: 86","17048",""
"udr'àzəl","17046",""
"ədnɤ̀tə","17047",""
"jàbəl'ki","17039",""
"trɤ̀gnuə","17040",""
"vərvì","17041",""
"č'i","17042",""
"udr'àzvə","17043",""
"Drabišna 2: 85","17044",""
"Drabišna 2: 84","17038",""
"trìti","17032",""
"jàbəlki","17033",""
"utkɤ̀nəl","17034",""
"kət","17035",""
"trɤn","17036",""
"utkɤ̀nvə","17037",""
"hər'èsəl","17031",""
"kujàt","17024",""
"jàbəlkə","17025",""
"hər'èsəš","17026",""
"nèh","17027",""
"nèhi","17028",""
"utkɤ̀səj","17029",""
"Drabišna 2: 83","17030",""
"Drabišna 2: 82","17023",""
"udzàt","17021",""
"jàbəl'k'i","17022",""
"dàvəš'","17018",""
"znàiš'","17019",""
"Drabišna 2: 81","17020",""
"Drabišna 2: 80","17017",""
"stànuvə","17013",""
"erg'èn","17014",""
"zəštò","17015",""
"dəd'èš'","17016",""
"nimòj","17007",""
"lɤ̀gə","17008",""
"izl'àvə","17009",""
"izmɤ̀knuu","17010",""
"gub'èrkətə","17011",""
"Drabišna 2: 79","17012",""
"Drabišna 2: 78","17006",""
"əh","17003",""
"kəkɤ̀f","17004",""
"č'uv'èk","17005",""
"d'èt","16996",""
"č'uv'àk","16997",""
"ut'ỳvə","16998",""
"màjko","16999",""
"kàž'i","17000",""
"Drabišna 2: 77","17001",""
"nə","16995",""
"gub'èrkə","16989",""
"bòdnələ","16990",""
"vrətàtə","16992",""
"Drabišna 2: 76","16993",""
"Drabišna 2: 75","16988",""
"slənc'èt","16985",""
"nəpràilə","16987",""
"slənc'èd","16982",""
"Drabišna 2: 74","16983",""
"Drabišna 2: 73","16981",""
"ut'ỳə","16977",""
"slənc'èt","16978",""
"kəv'òre","16980",""
"slənc'ètu","16972",""
"nèrud'ènətə","16975",""
"Drabišna 2: 72","16976",""
"Drabišna 2: 71","16971",""
"mɤ̀ninkə","16968",""
"ìiš","16970",""
"vərvìš","16964",""
"vərìš","16965",""
"bəìr","16966",""
"Drabišna 2: 70","16967",""
"Drabišna 2: 69","16962",""
"lə","16960",""
"nàiš","16961",""
"trɤ̀s'əm","16955",""
"nèrud'ènə","16956",""
"ž'èn'ə","16957",""
"Drabišna 2: 68","16958",""
"Drabišna 2: 67","16954",""
"təd'àvə","16951",""
"frɤ̀t","16952",""
"pìtəš","16953",""
"kəd'è","16948",""
"vər'ìš","16949",""
"zlàten","16946",""
"Drabišna 2: 66","16947",""
"Drabišna 2: 65","16945",""
"vərv'àl","16941",""
"srèšnəl","16942",""
"d'àdu","16944",""
"v'èk'ə","16938",""
"trɤ̀si","16939",""
"Drabišna 2: 64","16940",""
"Eremija 5: 66","16936",""
"bìe","16932",""
"živèa","16935",""
"glèam","16927",""
"naròdo","16928",""
"dvìži","16929",""
"Eremija 5: 65","16931",""
"jè","16926",""
"òtrova","16922",""
"màča","16924",""
"Eremija 5: 64","16925",""
"əmhəm","16920",""
"i","16916",""
"tì","16914",""
"bòže","16909",""
"glavàta","16910",""
"Eremija 5: 15","16913",""
"kòrat","16907",""
"zème","16905",""
"Babjak 1: 6","16904",""
"Drabišna 1: 17","16903",""
"Drabišna 1: 16","16902",""
"Drabišna 2: 63","16901",""
"n'èrud'ènə","16896",""
"təkɤ̀və","16898",""
"mòmə","16899",""
"z'ème","16900",""
"Drabišna 2: 62","16895",""
"Drabišna 2: 61","16894",""
"vr'àme","16891",""
"ìskəl","16892",""
"ž'èni","16893",""
"Drabišna 2: 60","16889",""
"Drabišna 2: 59","16888",""
"Drabišna 2: 58","16887",""
"Drabišna 2: 57","16883",""
"mlògu","16882",""
"hɤ̀","16879",""
"Drabišna 2: 56","16880",""
"Drabišna 2: 55","16878",""
"prìkəski","16877",""
"Drabišna 2: 54","16876",""
"Drabišna 2: 53","16875",""
"Drabišna 2: 52","16873",""
"Drabišna 2: 51","16871",""
"əm","16870",""
"p'àsnə","16868",""
"Drabišna 2: 50","16869",""
"Drabišna 2: 49","16867",""
"Drabišna 2: 48","16865",""
"kəkò","16863",""
"pràjət","16864",""
"mògu","16860",""
"lòš'u","16861",""
"Drabišna 2: 47","16862",""
"Drabišna 2: 46","16859",""
"Drabišna 2: 45","16856",""
"minàvəhə","16855",""
"gul'ɛ̀mə","16852",""
"Babjak 1: 20","16851",""
"peštà","16846",""
"màlkə","16849",""
"p'èš","16850",""
"Babjak 1: 19","16845",""
"Babjak 1: 18","16842",""
"[ … ]","16841",""
"Babjak 1: 17","16840",""
"Babjak 1: 16","16839",""
"təkòvu","16838",""
"pitàri","16836",""
"Babjak 1: 15","16837",""
"Babjak 1: 14","16835",""
"nəmɛ̀šə","16833",""
"nəpràve","16834",""
"iskisnàl","16831",""
"Babjak 1: 13","16832",""
"Babjak 1: 12","16829",""
"bùne","16828",""
"kìsne","16825",""
"Babjak 1: 11","16826",""
"prigòtvi","16822",""
"presedì","16823",""
"zəmɛ̀si","16819",""
"ùbəvè","16820",""
"Babjak 1: 9","16821",""
"Babjak 1: 8","16818",""
"nəpràə","16814",""
"frɤ̀li","16816",""
"sìpe","16810",""
"usòli","16811",""
"Babjak 1: 7","16812",""
": 6","16809",""
"rəzbrɤ̀kə","16808",""
"[sigh]","16806",""
"ràčka","16800",""
"odì","16802",""
"tìzeka","16803",""
"Eremija 1: 149","16799",""
"Eremija 1: 148","16794",""
"ni","16790",""
"nìkakva","16792",""
"takà","16785",""
"kakalàški","16782",""
"Eremija 1: 146","16783",""
"mɛ̀stu","16781",""
"te","16776",""
"onò","16766",""
"de","16759",""
"mìlo","16758",""
"nà","16757",""
"hùbəvu","16755",""
"svìn'e","16751",""
"Brŭšljan 1: 50","16752",""
"Brŭšljan 1: 57","16750",""
"kəktu","16745",""
"n'àkuj","16746",""
"urkèstər","16747",""
"iskàrət","16748",""
"əmì","16749",""
"štò","16741",""
"puv'ànələ","16743",""
"Drabišna 2: 28","16744",""
"Drabišna 2: 44","16740",""
"vr","16734",""
"vrɤ̀htu","16735",""
"tu","16736",""
"dem'èk","16737",""
"s'vìvəli","16738",""
"se","16739",""
"s'vìvəhə","16733",""
"listàtə","16729",""
"kàpehə","16730",""
"gurɤ̀tə","16731",""
"Drabišna 2: 43","16732",""
"Drabišna 2: 42","16728",""
"gòrəsə","16727",""
"trètijə","16723",""
"bùlki","16724",""
"Drabišna 2: 41","16725",""
"Drabišna 2: 40","16722",""
"ftòrijə","16720",""
"devòjki","16721",""
"pɤ̀rvijə","16715",""
"š'indž'ìr'","16716",""
"s'è","16717",""
"junàci","16718",""
"Drabišna 2: 39","16719",""
"Drabišna 2: 38","16714",""
"tr'ì","16711",""
"š'indž'ìrə","16712",""
"rubìni","16713",""
"snòš'i","16708",""
"minàhə","16709",""
"Drabišna 2: 37","16710",""
"Drabišna 2: 36","16707",""
"vid'à","16706",""
"màmo","16702",""
"p'ìtəš","16703",""
"Drabišna 2: 35","16704",""
"Drabišna 2: 34","16700",""
"sìčkit'e","16698",""
"pìt'ət","16699",""
"uh","16695",""
"màl'e","16696",""
"Drabišna 2: 33","16697",""
"Drabišna 2: 32","16694",""
"pùž'ər","16692",""
"puž'ər'ì","16693",""
"dəl'i","16687",""
"slànə","16688",""
"izgurì","16689",""
"ìl'","16690",""
"Drabišna 2: 31","16691",""
"Drabišna 2: 30","16686",""
"velìg'den'","16684",""
"velìgden'","16682",""
"Drabišna 2: 29","16683",""
"Drabišna 2: 27","16681",""
"gòro","16678",""
"zel'ènə","16680",""
"zəp'àvəhne","16677",""
"òf","16674",""
"Drabišna 2: 26","16675",""
"tòlkuvə","16672",""
"əxa","16671",""
"təkɤ̀f","16666",""
"jà","16664",""
"nəigràhte","16665",""
"ku:skudžà.mi.ti","16662",""
"knìgə","16660",""
"təkɤ̀vu","16659",""
"əxə","16658",""
"hriš'ìjkə","16653",""
"uòt","16654",""
"wòt","16655",""
"jà","16650",""
"kvòt","16649",""
"əm.m","16648",""
"sè.ednò","16646",""
"mòže","16645",""
"nvà","16644",""
"sìč'kutu","16643",""
"sìčkutu","16642",""
"ə","16640",""
"smen'ɤ̀t","16636",""
"Drabišna 2: 25","16638",""
"Drabišna 2: 24","16633",""
"Drabišna 2: 23","16631",""
"stàr","16629",""
"vujnìk","16630",""
"Drabišna 2: 22","16628",""
"Drabišna 2: 21","16627",""
"hm","16626",""
"sìč'kit'e","16622",""
"vujnìci","16624",""
"Drabišna 2: 20","16625",""
"Drabišna 2: 19","16620",""
"nəsrèštə","16618",""
"sreštu","16619",""
"Drabišna 2: 18","16617",""
"Drabišna 2: 17","16611",""
"znàje","16610",""
"Drabišna 2: 16","16609",""
"Drabišna 2: 15","16608",""
"Drabišna 2: 14","16605",""
"Drabišna 2: 13","16603",""
"sòninku","16600",""
"dun'èsəh","16601",""
"šɤ̀pkə","16602",""
"zdràve","16598",""
"Drabišna 2: 12","16599",""
"Drabišna 2: 11","16597",""
"nòə","16595",""
"utìdəh","16596",""
"ukàpaxa","16593",""
"Drabišna 2: 10","16594",""
"Drabišna 2: 9","16592",""
"ukàpəhə","16591",""
"svɤ̀ršixə","16589",""
"Drabišna 2: 8","16590",""
"Drabišna 2: 7","16588",""
"nòu","16581",""
"b'àhte","16582",""
"dušlìli","16583",""
"n'àmə","16584",""
"najete","16585",""
"ìč'","16586",""
"hìč","16587",""
"isš'uš'ìh","16573",""
"əmə","16574",""
"pr'àsni","16575",""
"mnòu","16576",""
"ìməše","16579",""
"Drabišna 2: 6","16580",""
"Drabišna 2: 5","16572",""
"Drabišna 2: 4","16571",""
"krùš'ite","16567",""
"ut'ỳəm","16568",""
"krùš'i","16570",""
"krùški","16563",""
"kugà","16564",""
"dòjdeš","16565",""
"Drabišna 2: 3","16566",""
"Drabišna 2: 2","16561",""
"èou","16560",""
"Drabišna 2: 1","16559",""
"à","16558",""
"Drabišna  b","16557",""
"nə.òb'et","16554",""
"rabotìla","16553",""
"um","16546",""
"napràjte","16548",""
"otròvə","16551",""
"Eremija 5: 63","16552",""
"Eremija 5: 62","16544",""
"zastanà:","16536",""
"cèku","16539",""
"umrèš","16543",""
"Eremija 5: 61","16534",""
"pà","16532",""
"Eremija 5: 60","16526",""
"Eremija 5: 59","16525",""
"màš","16524",""
"plòvdiw","16521",""
"Eremija 5: 58","16522",""
"Eremija 5: 57","16520",""
"domakìn","16518",""
"plòdvif","16519",""
"Eremija 5: 56","16516",""
"Eremija 5: 55","16513",""
"àa","16512",""
"felfèbel","16507",""
"Eremija 5: 54","16511",""
"Eremija 5: 53","16506",""
"Eremija 5: 52","16504",""
"bil","16502",""
"felfèbel","16503",""
"sàm","16498",""
"Eremija 5: 51","16500",""
"Eremija 5: 50","16497",""
"Eremija 5: 49","16495",""
"Eremija 5: 48","16492",""
"Eremija 5: 47","16490",""
"učì","16487",""
"četà","16489",""
"Eremija 5: 46","16486",""
"Eremija 5: 45","16484",""
"Eremija 5: 44","16481",""
"Eremija 5: 43","16477",""
"odvèdo","16472",""
"rodìxᵊ","16475",""
"ottùka","16470",""
"ìnak","16463",""
"pozabràxme","16464",""
"nagràdi","16465",""
"[unintelligible]","16466",""
"tàmoka","16467",""
"Eremija 5: 42","16469",""
"Eremija 5: 41","16461",""
"Eremija 5: 40","16460",""
"Eremija 5: 39","16457",""
"Eremija 5: 38","16456",""
"pripituvàla","16455",""
"dičèla","16449",""
"li","16450",""
"lizgàr","16451",""
"sas","16452",""
"pri","16454",""
"Eremija 5: 37","16448",""
"Eremija 5: 36","16447",""
"sìčko","16439",""
"zemedèlska","16440",""
"motìkata","16443",""
"svalìla","16445",""
"gṛbò","16446",""
"mnògutu","16436",""
"mnògoto","16435",""
"à","16433",""
"sə","16432",""
"ràbuti","16431",""
"guràtə","16429",""
"Brŭšljan 1: 99","16430",""
"Brŭšljan 1: 98","16428",""
"sekɤ̀t","16424",""
"fc'ɛ̀ti","16425",""
"brəst'àxə","16426",""
"brɤ̀s","16427",""
"fàne","16418",""
"zəpòčvət","16419",""
"l'èntə","16421",""
"Brŭšljan 1: 97","16422",""
"Brŭšljan 1: 96","16417",""
"gurìte","16411",""
"[cough]","16412",""
"sɤ̀","16413",""
"tòlkuvə","16414",""
"put","16415",""
"kuntròl","16416",""
"brəstìli","16408",""
"Brŭšljan 1: 95","16410",""
"Brŭšljan 1: 94","16407",""
"pòveč'etu","16405",""
"brəstìne","16406",""
"lìsnikuf","16397",""
"furàš'","16398",""
"pràexə","16400",""
"màlku","16401",""
"kulìč'esvu","16402",""
"Brŭšljan 1: 93","16403",""
"Brŭšljan 1: 92","16396",""
"izdrɤ̀škə","16394",""
"lìšnici","16395",""
"kàktu","16388",""
"prigòtv'ət","16389",""
"səlàž'i","16390",""
"məl'àž'i","16391",""
"Brŭšljan 1: 91","16393",""
"Babjak 1: 5","16387",""
"lɛ̀b","16386",""
"Как","16381",""
"печехте","16382",""
"хляб","16383",""
": 1","16384",""
"Eremija 5: 35","16380",""
"kopàr","16372",""
"gradìna","16373",""
"sàdim","16374",""
"kòpaj","16375",""
"lòze","16376",""
"što","16377",""
"ofčàr","16371",""
"malàrija","16363",""
"edvà","16364",""
"ostanàl","16366",""
"tròpikata","16368",""
"jàzeka","16369",""
"Eremija 5: 34","16370",""
"Eremija 5: 33","16362",""
"Eremija 5: 32","16361",""
"lòšata","16359",""
"bòles","16360",""
"tròpika","16355",""
"Eremija 5: 31","16353",""
"zakasàl","16350",""
"malària","16351",""
"zakasà","16352",""
"àgnešto","16347",""
"sɤrcè","16348",""
"ženàta","16339",""
"ìma","16340",""
"imàla","16345",""
"Eremija 5: 30","16346",""
"Eremija 5: 29","16338",""
"strà","16335",""
"Eremija 5: 28","16331",""
"mojàta","16327",""
"ženà","16328",""
"bolestà","16329",""
"Eremija 5: 27","16325",""
"voènen","16320",""
"prijàtel","16323",""
"dòftoro","16324",""
"Eremija 5: 26","16319",""
"takòva","16313",""
"preglèždaše","16315",""
"čovèko","16317",""
"Eremija 5: 25","16310",""
"dòftor","16301",""
"mè","16302",""
"beše","16303",""
"gledàl","16304",""
"pət","16307",""
"Eremija 5: 24","16300",""
"sàm","16296",""
"pomètam","16288",""
"izvìvaa","16293",""
"Eremija 5: 23","16294",""
"Eremija 5: 22","16287",""
"da","16286",""
"pròsta","16281",""
"ùčena","16284",""
"im","16285",""
"amà","16279",""
"kvo","16277",""
"Eremija 5: 21","16276",""
"Eremija 5: 20","16275",""
"kadè","16274",""
"Eremija 5: 19","16273",""
"Eremija 5: 18","16272",""
"ròdi","16269",""
"dène","16271",""
"ka","16267",""
"pòjde","16264",""
"položènie","16265",""
"Eremija 5: 17","16266",""
"slùči","16262",""
"Eremija 5: 16","16260",""
"takò","16254",""
"dète","16255",""
"sakàla","16258",""
"Eremija 5: 14","16244",""
"Eremija 5: 13","16243",""
"[laughter]","16242",""
"rodìx","16237",""
"màško","16238",""
"Eremija 5: 12","16241",""
"Eremija 5: 11","16235",""
"axa","16234",""
"sakàl","16229",""
"naslèdnik","16230",""
"mɤ̀ško","16231",""
"ràždam","16232",""
"Eremija 5: 10","16233",""
"Eremija 5: 9","16225",""
"dèca","16221",""
"odimàla","16222",""
"Eremija 5: 8","16216",""
"kònen","16210",""
"pòlk","16211",""
"služì","16214",""
"Eremija 5: 7","16208",""
"sam","16202",""
"desetìna","16203",""
"kavalerìsᵊ","16207",""
"əxə","16197",""
"Eremija 5: 6","16198",""
"Eremija 5: 5","16196",""
"bèx","16192",""
"Eremija 5: 4","16189",""
"brèznik","16187",""
"Eremija 5: 3","16182",""
"Eremija 5: 2","16178",""
"Eremija 5: 1","16176",""
"raskažì","16170",""
"vrème","16172",""
"rabòteše","16173",""
"mlàda","16175",""
"ròv'ət","16163",""
"zəštòtu","16164",""
"ìnəč'e","16165",""
"zəjrè","16167",""
"Brŭšljan 1: 90","16168",""
"Brŭšljan 1: 89","16162",""
"màlək","16157",""
"snegɤ̀t","16158",""
"òdene","16160",""
"kàrəne","16161",""
"ku","16155",""
"Brŭšljan 1: 88","16154",""
"Brŭšljan 1: 87","16153",""
"təkìvə","16148",""
"stud'ènu","16149",""
"vr'ɛ̀metu","16150",""
"č'e","16151",""
"xl'èpi","16152",""
"sìl'ni","16145",""
"vəl'èž'uve","16146",""
"Brŭšljan 1: 86","16147",""
"Brŭšljan 1: 85","16144",""
"zətùj","16140",""
"sn'àk","16141",""
"vəlì","16142",""
"xləpàvicə","16143",""
"Brŭšljan 1: 84","16139",""
"Brŭšljan 1: 83","16138",""
"dəždɤ̀t","16136",""
"priròdətə","16137",""
"četrì:se","16130",""
"flìzəhə","16131",""
"lež'àə","16132",""
"vɤ̀nkə","16133",""
"Brŭšljan 1: 82","16134",""
"Brŭšljan 1: 81","16129",""
"fkàrəš","16122",""
"č'etirì:se","16123",""
"pedesè","16124",""
"ufcè","16125",""
"segàšni","16126",""
"pək","16127",""
"fkàrvəš'e","16128",""
"gàjdə","16121",""
"pràjət","16117",""
"kəšlɤ̀","16118",""
"Brŭšljan 1: 80","16119",""
"Brŭšljan 1: 79","16115",""
"primətìvni","16113",""
"Brŭšljan 1: 78","16112",""
"fàštət","16108",""
"vɛ̀truvetu","16109",""
"kəš'lìte","16110",""
"pràehə","16111",""
"tòpli","16102",""
"kujìtu","16103",""
"duvàdət","16104",""
"zàvet","16105",""
"Brŭšljan 1: 77","16106",""
"Brŭšljan 1: 76","16100",""
"usòbenu","16097",""
"mistà","16099",""
"kəšlì","16091",""
"pràvehə","16092",""
"tugàs","16093",""
"izbìrəhə","16094",""
"pu.stàrumu","16095",""
"Brŭšljan 1: 75","16096",""
"Brŭšljan 1: 74","16089",""
"Brŭšljan 1: 73","16088",""
"Brŭšljan 1: 72","16087",""
"Brŭšljan 1: 71","16086",""
"ne","16081",""
"dɤ̀rven","16084",""
"məter'àl","16085",""
"Brŭšljan 1: 70","16080",""
"xrànenetu","16077",""
"àgnetətə","16078",""
