"Lexeme","LexemeID","Lexical traits","Note"
"люшвам","31226","",""
"летна","31225","dialectal usage",""
"лесен","31224","",""
"карпуз","31223","Turkish loan, dialectal lexeme",""
"измра","31222","",""
"естествен","31221","markedly standard lexeme",""
"верен","31220","",""
"акшамдан","31210","Turkish loan, dialectal lexeme",""
"нарамя","31209","",""
"сабахле","31208","Turkish loan",""
"венчило","29877","",""
"поп","29876","Greek loan",""
"петнайсет","29875","",""
"забрадка","29874","",""
"байриш","29873","Romanian loan",""
"Беломорие","29824","compound",""
"чобанин","29823","Turkish loan",""
"човешки","29822","",""
"извиквам","29821","",""
"Гела","29820","",""
"чуя","29819","",""
"извикам","29818","",""
"насам","29817","",""
"търча","29816","",""
"планина","29815","",""
"каля","29814","",""
"здрав","29813","",""
"чувам","29812","dialectal usage",""
"Карлък","29811","",""
"достатъчно","29810","",""
"стига","29809","",""
"износя","29808","",""
"напълнея","29807","",""
"тяло","29806","",""
"досега","29805","",""
"старост","29804","",""
"очаквам","29803","",""
"старец","29802","",""
"пускам","29451","",""
"известие","29449","markedly standard lexeme",""
"тe","29448","",""
"мил","29447","",""
"смущавам","29445","",""
"срам","29444","",""
"папур","29441","Greek loan",""
"спирам","29440","",""
"посаждам","29439","",""
"посявам","29438","",""
"трактор","29437","",""
"държавен","29436","",""
"ДЗС","29435","",""
"строеж","29434","",""
"и","29433","",""
"имот","29432","",""
"пенсионирам","29431","",""
"подреден","29430","",""
"остарявам","29428","",""
"и","29427","",""
"поддържам","29426","",""
"блок","29424","",""
"принудя","29049","",""
"начин","29048","",""
"оная","29047","",""
"черен","29046","",""
"накрай","29045","",""
"дълъг","29044","",""
"блана","29043","dialectal lexeme",""
"околовръст","29013","",""
"топля","29012","",""
"зимен","29011","",""
"шивач","29010","",""
"майстор","29008","Greek loan",""
"подплета","29007","",""
"облека","29006","",""
"кафяв","29005","",""
"кожа","29004","",""
"дрешка","29002","",""
"крив","28964","",""
"лекар","28962","",""
"разбера","28961","",""
"куцам","28960","",""
"направо","28959","",""
"мажа","28957","",""
"свински","28955","",""
"подскажа","28686","",""
"овчарка","28385","",""
"кожух","27447","",""
"палто","27446","",""
"обличам","27429","",""
"ножица","27354","",""
"забуча","27347","",""
"порязвам","27346","",""
"надвия","27324","",""
"пазва","27303","",""
"покажа","27254","",""
"горски","27253","",""
"чешма","27167","Turkish loan",""
"встрани","27166","",""
"закисна","27164","",""
"бухна","27163","",""
"провинция","27052","markedly standard lexeme",""
"остарея","26870","",""
"увелича","26862","",""
"корав","26529","",""
"мек","26528","",""
"трая","26527","",""
"пещ","26526","",""
"намеся","26525","",""
"изкисна","26524","",""
"преседя","26522","",""
"оделение","26342","",""
"облака","25907","",""
"суча","25837","",""
"ручам","25835","dialectal lexeme",""
"изпичам","25834","",""
"подница","25833","",""
"заклапям","25832","dialectal lexeme",""
"огоря","25831","",""
"връшник","25830","",""
"Хатидже","24190","",""
"декел","23508","","This implement is not really a hoe, but мотика is the closest match."
"мотика","23507","",""
"утрепвам","23380","",""
"веднага","23378","",""
"плисна","23376","",""
"люшна","23375","",""
"видювам","23373","",""
"скрия","23372","",""
"треска","23371","",""
"полица","23370","",""
"около","23369","",""
"обирам","23368","",""
"отменям","23365","",""
"ошетам","23364","",""
"уртосам","23363","dialectal lexeme",""
"неин","23362","",""
"уртосувам","23361","dialectal lexeme",""
"сготвя","23360","",""
"манджа","23359","",""
"маса","23358","Romanian loan",""
"изчистя","23357","",""
"всякъде","23356","",""
"измета","23355","",""
"повярвам","23354","",""
"уверя","23353","",""
"вейка","23352","",""
"милвам","23351","",""
"отсека","23348","",""
"кост","23345","",""
"кокал","23344","Greek loan",""
"заколвам","23343","",""
"госпожица","23340","",""
"излючкам","23338","",""
"изплискам","23339","",""
"плискам","23337","",""
"кофа","23334","",""
"ех","23333","",""
"спотая","23332","",""
"спатарисам","23331","dialectal lexeme",""
"поя","23330","",""
"сутринта","23329","",""
"утърна","23328","",""
"риба","23327","",""
"метна","23326","",""
"уверявам","23325","",""
"потъмнея","23324","",""
"почернея","23323","",""
"същ","23322","",""
"преобърна","23321","",""
"амен","23320","Turkish loan, dialectal lexeme",""
"погледна","23319","",""
"красив","23318","",""
"ха","23317","",""
"циганка","23316","",""
"покача","23315","",""
"кладенец","23313","German loan",""
"бунар","23312","Turkish loan",""
"сва","23311","",""
"щом","23310","",""
"изморя","23309","",""
"изваждам","23308","",""
"изкарам","23307","",""
"рода","23306","",""
"последен","23304","",""
"сетне","23303","",""
"изгубя","23302","",""
"изчезна","23301","",""
"отпежа","23300","",""
"откъна","23298","dialectal lexeme",""
"откъсна","23296","",""
"откъсам","23295","",""
"ябълка","23293","",""
"губерка","23292","",""
"измъквам","23291","",""
"лъжа","23288","",""
"отива","23287","",""
"врата","23286","",""
"бодна","23285","",""
"губерка","23284","",""
"ковьор","23283","",""
"слънце","23282","",""
"малка","23281","",""
"мълка","23280","",""
"тъдява","22645","",""
"неродена","22644","",""
"нероден","22642","",""
"здраве","22640","",""
"увиввам","21578","",""
"увива","21577","",""
"повдигам","21576","",""
"нагорвам","21575","",""
"съчка","21574","",""
"обор","21474","",""
"родител","21473","",""
"дека","21472","dialectal lexeme",""
"говоря","21470","",""
"залъжа","21469","",""
"лампа","21468","",""
"изгася","21467","",""
"плача","21466","",""
"пусна","21465","",""
"дрипка","21464","",""
"долен","21463","",""
"саде","21462","Turkish loan, dialectal lexeme",""
"променя","21461","",""
"напикая","21460","",""
"омоча","21459","dialectal lexeme",""
"вълнен","21458","",""
"памучен","21457","",""
"черга","21456","Turkish loan",""
"измия","21455","",""
"повия","21454","",""
"накъдето","21453","",""
"накъде","21452","",""
"око","21451","",""
"пухам","21450","dialectal lexeme",""
"пепел","21449","",""
"поръся","21448","",""
"оръся","21447","",""
"куд","21446","",""
"акушерка","21445","",""
"повратки","21444","",""
"налея","21443","",""
"съд","21442","",""
"мотам","21439","",""
"младоженец","21438","compound",""
"връв","21437","",""
"омотам","21436","",""
"конец","21435","",""
"червен","21434","",""
"стълбище","21433","",""
"стълба","21432","",""
"посрещам","21431","",""
"шишарка","20917","",""
"шишрка","20916","",""
"донасям","20915","",""
"натоваря","20913","",""
"гръб","20912","",""
"подпалки","20911","",""
"борина","20910","",""
"потхватка","20909","dialectal lexeme",""
"шикалка","20907","",""
"задявам","20906","",""
"въже","20905","",""
"остава","20903","",""
"сърна","20902","",""
"птица","20901","",""
"пиле","20900","",""
"изяждам","20899","",""
"леща","20898","",""
"яце","20897","dialectal lexeme",""
"ала","20896","Greek loan",""
"недей","20895","",""
"немой","20894","dialectal lexeme",""
"завря","20893","",""
"възваря","20892","",""
"отрязвам","20891","",""
"изведнъж","20889","",""
"отрежа","20888","",""
"нож","20887","",""
"някогашен","20886","",""
"накогашен","20885","",""
"напрешен","20883","dialectal lexeme",""
"предишен","20884","",""
"влажен","20838","",""
"напоя","20837","",""
"декември","20836","",""
"ноември","20835","",""
"никна","20834","",""
"червенушка","20833","",""
"котрито","20832","dialectal lexeme",""
"сърнела","20831","",""
"пържа","20829","",""
"гъба","20828","",""
"кадифе","20825","Turkish loan",""
"подписвам","20823","",""
"другош","20820","dialectal lexeme",""
"някога","20821","",""
"изведа","20818","",""
"сърце","20817","",""
"кутя","20816","dialectal lexeme",""
"прощавам","20815","",""
"род","20814","",""
"превия","20813","",""
"свия","20812","",""
"ела","20810","Greek loan",""
"ела (дърво)","20811","",""
"прикрия","20809","",""
"невеста","20808","",""
"тръгна","20807","",""
"юнаков","20804","",""
"момков","20805","",""
"харкома","20803","Greek loan, dialectal lexeme",""
"къкря","20802","",""
"кютюк","20799","Turkish loan",""
"пън","20800","",""
"горя","20798","",""
"суров","20797","",""
"сухар","20796","",""
"баир","20794","Turkish loan",""
"хълм","20795","",""
"пшеница","20793","",""
"мях","20788","",""
"патета","20786","dialectal lexeme",""
"картоф","20787","",""
"кардьо","20784","Greek loan, dialectal lexeme",""
"зеле","20785","",""
"трепезник","20783","dialectal lexeme",""
"хо","20782","",""
"изкутя","20780","",""
"отгледам","20781","",""
"срамувам","20779","",""
"предприемач","20778","markedly standard lexeme",""
"богат","20777","",""
"дошъл","20776","",""
"беден","20775","",""
"подхождам","20774","",""
"прилягам","20773","",""
"приляга","20772","",""
"бъда","20771","",""
"разпилея","20769","",""
"разпръсна","20770","",""
"вземам","20768","",""
"подходящ","20767","",""
"десетък","20766","",""
"робство","20765","",""
"състояние","20764","markedly standard lexeme",""
"занасям","20763","",""
"готвя","20762","",""
"навсякъде","20760","",""
"трапеза","20759","Greek loan",""
"нарежа","20758","",""
"съобщавам","20756","",""
"енергичен","20754","markedly standard lexeme",""
"правилен","20753","",""
"прякор","20752","",""
"наследник","20751","",""
"конник","20748","",""
"предизвестя","20747","markedly standard lexeme",""
"стрелям","20746","",""
"комита","20744","",""
"сватбар","20745","",""
"венчея","20590","",""
"завърна","20589","",""
"час","20588","",""
"Трявна","20587","",""
"венчавам","20586","",""
"венчавка","20585","",""
"иска","20584","",""
"колона","20583","",""
"подарък","20582","",""
"глава","20581","",""
"пискюл","20580","Turkish loan",""
"наем","20579","",""
"особеност","20578","",""
"конкретно","20577","",""
"обяснявам","20576","",""
"закача","20575","",""
"чудя","20574","",""
"църква","20573","",""
"ликвидирам","20572","",""
"модерен","20571","",""
"качвам","20570","",""
"навалица","20569","",""
"люлкаджия","20567","",""
"люлея","20566","",""
"въртиколница","20564","compound, dialectal lexeme",""
"въртележка","20565","",""
"кърчи","20562","Turkish loan, dialectal lexeme",""
"срещу","20563","",""
"стол","20561","",""
"кръстосан","20560","",""
"опитвам","20559","",""
"праматар","20558","Greek loan",""
"събор","20557","",""
"работилница","20556","",""
"кавалджийница","20555","",""
"Бургас","20554","",""
"опаля","20552","",""
"ударя","20553","",""
"тояга","20551","",""
"четвърти","20550","",""
"хиляди","20548","Greek loan",""
"липа","20547","",""
"приказка","20501","",""
"песен","20500","",""
"повяхна","20499","",""
"демек","20498","Turkish loan",""
"връх","20497","",""
"свивам","20496","",""
"капя","20495","",""
"булка","20494","",""
"девойка","20493","",""
"юнак","20492","",""
"робиня","20491","",""
"синджир","20490","Turkish loan",""
"снощи","20489","",""
"мама","20488","",""
"ух","20487","",""
"пожаря","20485","",""
"опожаря","20486","",""
"пожар","20484","",""
"изгоря","20483","",""
"слана","20482","",""
"дали","20481","",""
"Великден","20480","compound",""
"зелен","20479","",""
"ле","20478","",""
"запявам","20477","",""
"сменя","20476","",""
"насреща","20475","",""
"тукана","20474","dialectal lexeme",""
"шепа","20473","",""
"окапя","20470","",""
"найда","20469","",""
"пресен","20468","",""
"круша","20467","",""
"одгоре","20466","",""
"шумка","20465","",""
"скеле","20464","Turkish loan",""
"станувам","20463","",""
"завия","20462","",""
"пашкул","20461","Greek loan",""
"завейка","20459","",""
"завиване","20460","",""
"разредя","20458","",""
"разбудя","20457","",""
"заспивам","20455","",""
"заспя","20453","",""
"сън","20452","",""
"захраня","20451","",""
"летя","20450","dialectal usage",""
"надолу","20449","",""
"тека","20448","",""
"дупка","20447","",""
"пробия","20446","",""
"навес","20445","",""
"прииждам","20444","",""
"пресъхна","20443","",""
"пресъхвам","20442","",""
"предиш","20440","dialectal lexeme",""
"черпия","20438","dialectal lexeme",""
"клечка","20439","",""
"торище","20437","",""
"пляс","20435","",""
"рокля","20434","",""
"батак","20433","Turkish loan",""
"запея","20431","",""
"наиграя","20429","",""
"наигравам се","20430","",""
"танцувам","20428","",""
"приказвам","20427","",""
"минавам","20426","",""
"коскоджамити","20425","Turkish loan",""
"одая","20424","",""
"задница","20422","",""
"килер","20423","Turkish loan",""
"яхър","20421","Turkish loan",""
"решето","20420","",""
"гриза","20418","",""
"набитквам","20417","",""
"изоколо","20415","",""
"наоколо","20416","",""
"клавам","20414","dialectal usage",""
"люпя","20413","",""
"кърпа","20411","",""
"хартия","20410","Greek loan",""
"клада","20408","dialectal usage",""
"панер","20407","Greek loan",""
"доматен","20406","",""
"излюпя","20404","",""
"семе","20402","",""
"гипсирам","20399","",""
"леля","20398","",""
"подпирам","20396","",""
"патерица","20395","Greek loan",""
"площад","20394","",""
"сака","20393","dialectal lexeme",""
"нога","20390","",""
"девет","20388","",""
"изгледам","20386","",""
"прегледам","20387","",""
"линейка","20385","",""
"счупя","20384","",""
"лист","20383","",""
"казарма","20382","",""
"зад","20381","",""
"бахча","20380","Turkish loan",""
"буба","20379","",""
"о","20378","",""
"било","20377","",""
"сусам","20376","Turkish loan",""
"тютюн","20375","Turkish loan",""
"кутия","20374","Turkish loan",""
"копринена буба","20373","",""
"шейна","20371","",""
"лъча","20370","",""
"протичам","20369","",""
"почиствам","20368","",""
"нахраня","20367","",""
"известен","20366","",""
"клен","20364","",""
"киселица","20363","",""
"снасям","20362","",""
"кълва","20361","",""
"кокошка","20360","",""
"употребявам","20359","",""
"топ","20357","Turkish loan",""
"топка","20358","",""
"имел","20356","",""
"вякна","20353","",""
"заяквам","20354","",""
"дано","20352","",""
"бебе","20351","",""
"лехудле","20349","Greek loan, dialectal lexeme",""
"пеленаче","20350","",""
"попикавам","20347","",""
"напикавам","20348","",""
"развия","20345","",""
"разповивам","20346","",""
"увия","20343","",""
"пелена","20340","",""
"завивам","20338","",""
"повивам","20337","",""
"раждам","20336","",""
"оттам","20335","",""
"черква","20334","",""
"пременям","20333","",""
"съмне","20332","",""
"напивам","20331","",""
"магазин","20329","",""
"дюкян","20328","Turkish loan",""
"тел","20327","Turkish loan",""
"плет","20326","",""
"заграждам","20325","",""
"заградя","20324","",""
"забия","20323","",""
"забивам","20322","",""
"скилимида","20320","dialectal lexeme",""
"перваз","20319","Turkish loan",""
"кол","20318","",""
"покрай","20317","",""
"студен","20314","",""
"гюнлюкчия","20311","Turkish loan, dialectal lexeme",""
"биволица","20310","",""
"уж","20309","",""
"участък","20308","",""
"скеля","20307","Turkish loan, dialectal lexeme",""
"долу","20306","",""
"примъквам","20305","",""
"двадесет","20304","",""
"смеля","20303","",""
"пойда","20302","dialectal lexeme",""
"нужен","20301","",""
"храна","20300","",""
"пролетен","20299","",""
"грея","20298","",""
"зимница","20297","",""
"Димитровден","20296","compound",""
"есенен","20294","",""
"чеша","20293","",""
"страх","20292","",""
"валям","20291","",""
"легна","20289","",""
"лягам","20290","",""
"котел","20288","German loan",""
"бакър","20287","Turkish loan",""
"гьол","20285","Turkish loan",""
"локва","20286","",""
"горещо","20284","",""
"сека","20282","",""
"лента","20281","",""
"започвам","20280","",""
"контрол","20279","",""
"гора","20278","",""
"бръстя","20277","",""
"бръстина","20275","",""
"бръст","20276","",""
"глад","20274","",""
"количество","20273","",""
"някои","20272","",""
"листен","20271","",""
"листников","20270","",""
"листник","20269","",""
"издръжка","20267","",""
"разни","20266","",""
"силаж","20265","",""
"приготвям","20264","",""
"зайре","20262","Turkish loan, dialectal lexeme",""
"фураж","20263","",""
"иначе","20261","",""
"ровя","20260","",""
"хлепя","20241","dialectal lexeme",""
"студено","20240","",""
"валеж","20239","",""
"силен","20238","",""
"лапавица","20237","",""
"затова","20235","",""
"природа","20234","",""
"сняг","20233","",""
"вънка","20232","",""
"лежа","20231","",""
"коза","20230","",""
"петдесет","20229","",""
"вкарвам","20228","",""
"примитивен","20227","markedly standard lexeme",""
"завет","20226","",""
"топъл","20223","",""
"постарому","20221","",""
"избирам","20220","",""
"къшла","20218","Turkish loan, dialectal lexeme",""
"материал","20217","",""
"дървен","20216","",""
"ягни се","20214","",""
"разпределям","20213","",""
"преграда","20212","",""
"ръженица","20211","",""
"покривам","20209","",""
"прът","20207","",""
"дърво","20206","",""
"башка","20205","Turkish loan",""
"Граничар","20204","",""
"щото","20203","",""
"гайдар","20202","",""
"гайдарджия","20201","",""
"вътрешност","20200","",""
"гайда","20199","",""
"свирач","20198","",""
"забавлявам","20197","",""
"свири","20196","",""
"туруликам","20195","dialectal lexeme",""
"кавал","20193","Turkish loan",""
"ох","20192","",""
"изчезвам","20191","",""
"липсвам","20190","Greek loan",""
"изпадам","20189","",""
"думам","20188","",""
"група","20187","",""
"свиня","20185","",""
"бивол","20184","",""
"съвсем","20183","",""
"вършачка","20182","",""
"возя","20181","",""
"нашенски","20180","",""
"понашему","20179","",""
"чифчия","20178","Turkish loan, dialectal lexeme",""
"чуфчия","20177","Turkish loan, dialectal lexeme",""
"полевъдство","20176","compound, markedly standard lexeme",""
"занаят","20175","Turkish loan",""
"теле","20174","",""
"кравеферма","20173","compound",""
"животновъдство","20172","compound, markedly standard lexeme",""
"сезон","20171","markedly standard lexeme",""
"протича","20170","",""
"пункт","20169","",""
"докарвам","20166","",""
"наобед","20165","",""
"почивам","20164","",""
"деля","20163","",""
"стадо","20162","",""
"сюрия","20161","Turkish loan, dialectal lexeme",""
"подкарвам","20160","",""
"забир","20159","",""
"забирам","20158","",""
"работник","20157","",""
"предимно","20156","",""
"паша","20155","",""
"отлъчвам","20151","",""
"поначало","20149","",""
"изобщо","20150","",""
"трудов","20148","",""
"платя","20147","",""
"трудност","20145","",""
"срещам","20144","",""
"председател","20143","markedly standard lexeme",""
"бригадир","20142","",""
"задружен","20140","",""
"образувам","20139","",""
"девети","20138","",""
"тръркалце","20136","",""
"прешлен","20137","",""
"чорап","20135","Turkish loan",""
"плета","20134","",""
"преденка","20133","dialectal lexeme",""
"земеделец","20126","compound",""
"частник","20125","",""
"предприятие","20124","markedly standard lexeme",""
"държавно стопанство","20123","",""
"АПК","20122","",""
"производство","20121","markedly standard lexeme",""
"агне","20120","",""
"произвеждам","20119","",""
"изкарвам","20118","",""
"овчар","20117","",""
"като че ли","20116","",""
"май","20115","Romanian loan",""
"глас","20114","",""
"пробвам","20113","",""
"жева","20111","",""
"служа","20110","",""
"пръскам","20108","",""
"развалям","20107","",""
"играм","20106","",""
"делва","20104","",""
"редувам","20029","",""
"крада","20028","",""
"открадна","20027","",""
"украда","20026","",""
"грее","20025","",""
"дебя","20024","",""
"луна","20023","",""
"изнасям","20022","",""
"изнеса","20021","",""
"пея","20020","",""
"опявам","20019","",""
"натопя","20017","",""
"поотделно","20015","",""
"кюп","20014","Turkish loan, dialectal lexeme",""
"китка","20013","",""
"отвън","20012","",""
"иглика","20011","",""
"здравец","20009","",""
"цвете","20008","",""
"пети","20007","",""
"шести","20006","",""
"бърз","20005","",""
"дребен","20004","",""
"режа","20002","",""
"наковавам","20001","",""
"стока","19998","",""
"отстрани","19997","",""
"вятър","19996","",""
"духам","19995","",""
"отделям","19994","",""
"кръстачка","19993","",""
"зависимо","19991","",""
"вързвам","19990","",""
"разбърквам","19989","",""
"мая","19988","Turkish loan",""
"втасва","19987","Greek loan",""
"кисна","19986","",""
"сол","19985","",""
"соля","19984","",""
"осоля","19983","",""
"разтеглям","19982","",""
"поразтеглям","19981","",""
"седейки","19977","",""
"седешкум","19976","",""
"съжалявам","19844","",""
"дечища","19841","",""
"рукам","19840","dialectal lexeme",""
"дюня","19838","Turkish loan, dialectal lexeme",""
"соя","19837","dialectal lexeme",""
"котри","19836","dialectal lexeme",""
"гудя","19835","",""
"съсед","19834","",""
"повикам","19833","",""
"рукна","19832","dialectal lexeme",""
"корбанлък","19829","",""
"корбан","19827","",""
"омъжа","19627","",""
"занимавам","19540","",""
"пъпеш","19535","",""
"тиква","19342","",""
"любеница","19339","dialectal lexeme",""
"диня","19336","",""
"минал","19335","",""
"споменавам","19333","",""
"веселя","19331","",""
"монета","19329","",""
"отгоре","19328","",""
"дух","19326","",""
"свети","19325","",""
"параклис","19324","Greek loan",""
"ритна","19323","",""
"нека","19322","",""
"заритам","19320","",""
"ритам","19321","",""
"никаквичко","19318","",""
"нищо","19319","",""
"болница","19317","",""
"изкутвам","19316","dialectal lexeme",""
"изоставям","19314","",""
"оставям","19313","",""
"пълномало","19311","compound, dialectal lexeme",""
"почти","19312","",""
"жа","19309","",""
"авелски","19307","Turkish loan, dialectal lexeme",""
"сват","19305","",""
"жалко","19304","",""
"тача","19303","",""
"идвам си","19302","",""
"товаря","19300","",""
"муле","19299","",""
"сено","19298","",""
"товар","19297","",""
"четиридесет","19296","",""
"кося","19295","",""
"равнина","19294","",""
"Равнище","19293","",""
"нах","19292","dialectal lexeme",""
"далеко","19290","",""
"далече","19291","",""
"науча","19289","",""
"тищо","19288","",""
"свиря","19287","",""
"скачам","19284","",""
"чукам","19281","",""
"тъпан","19280","",""
"ермилик","19279","Turkish loan",""
"фуста","19278","Greek loan",""
"хоро","19277","",""
"играя","19276","",""
"Илинден","19274","",""
"влак","19273","",""
"пеш","19272","",""
"следващ","19271","",""
"багаж","19270","",""
"закарам","19269","",""
"Пазарджик","19268","",""
"посрещна","19267","",""
"срещна","19266","",""
"елате","19265","",""
"съобщя","19264","",""
"петнадесет-шестнадесет","19262","",""
"драгоманин","19259","",""
"наричам","19258","",""
"Романия","19257","",""
"рак","19256","",""
"Петровден","19255","compound",""
"Цалапишко","19254","",""
"поле","19253","",""
"цапишко МИ","19252","",""
"лятоска","19251","",""
"лете","19250","",""
"зиме","19249","",""
"зимъска","19248","",""
"евреин","19247","",""
"покъщи","19246","",""
"отглеждам","19245","",""
"шестдесет","19244","",""
"тридесет","19243","",""
"печеля","19242","",""
"върша","19240","",""
"шетам","19241","",""
"неподвижен","19239","",""
"слугиня","19238","",""
"София","19237","",""
"е","19236","",""
"изоставя","19234","",""
"преселя","19233","",""
"Парапандовци","19232","",""
"Дурлиите","19231","",""
"осемнадесет","19230","",""
"дурлите","19229","",""
"назовавам","19228","",""
"цигански","19227","",""
"тава","19225","Turkish loan",""
"кора","19224","",""
"толеджав","19223","dialectal lexeme",""
"разточвам","19222","",""
"точилка","19221","",""
"дъска (меса)","19220","",""
"кръг","19218","",""
"дъска (меся)","19219","",""
"простра","19217","",""
"седя","19216","",""
"пшеничен","19214","",""
"деди","19212","",""
"предци","19213","",""
"незапомнен","19211","",""
"поправя","19210","",""
"незапомнен","19209","",""
"преправя","19208","",""
"количка","19207","",""
"снишавам","19206","",""
"довиждане","19205","",""
"тръгвам","19204","",""
"вдигам","19202","",""
"бъбрек","19201","",""
"шип","19200","",""
"снимка","19199","",""
"абе","19198","",""
"преча","19197","",""
"загубя","19196","",""
"ум","19194","",""
"акъл","19193","Turkish loan",""
"крак","19191","",""
"навършвам","19190","",""
"подир","19189","",""
"мета","19186","",""
"амче","19185","",""
"самичък","19183","",""
"море","19182","",""
"съботен","19179","",""
"измра","19177","",""
"умирам","19178","",""
"изпразня","19174","",""
"идат","19172","",""
"дъщеря","19171","",""
"ред","19165","",""
"града","19160","",""
"хор","19157","",""
"ша","19155","",""
"къщичката","19154","",""
"видиш","19153","",""
"семеен","19151","",""
"всяка","19148","",""
"пълна","19146","",""
"пълен","19147","",""
"имаше","19145","",""
"пораснала","19142","",""
"аха","19141","",""
"омъжила","19138","",""
"къщи","19137","",""
"влека","19130","",""
"плоча","19129","",""
"конски","19128","",""
"отзад","19126","",""
"брана","19125","",""
"обаче","19124","",""
"натрошавам","19123","",""
"чупя","19122","",""
"чупа","19121","",""
"може","19120","",""
"начукам","19119","",""
"накова","19118","",""
"бавен","19115","",""
"подкова","19114","",""
"волски","19113","",""
"кова","19111","",""
"талпа","19110","Romanian loan",""
"ярем","19040","",""
"впрегна","19039","",""
"троша","19038","",""
"бягам","19037","",""
"тичам","19036","",""
"вместо","19034","",""
"месувам","19033","",""
"отсявам","19032","",""
"мелница","19031","",""
"приготвен","19030","",""
"купувам","19029","",""
"ярма","19028","Turkish loan",""
"меля","19027","",""
"натуря","19026","",""
"отвея","19025","",""
"плява","19024","",""
"младеж","19023","",""
"празнувам","19022","",""
"падам","19021","",""
"Гергьовден","19020","compound",""
"отвявам","19019","",""
"лопата","19018","",""
"вея","19017","",""
"копа","19016","",""
"сбера","19015","",""
"настрани","19014","",""
"отлъча","19012","",""
"отделя","19013","",""
"овършея","19011","",""
"души","19010","",""
"шест","19009","",""
"вържа","19008","",""
"разхвърлям","19007","",""
"ръж","19006","",""
"овес","19005","",""
"ечемик","19004","",""
"посея","19003","",""
"сектор","19002","",""
"частен","19001","",""
"тук","19000","",""
"сипя","18999","",""
"разбъркам","18998","",""
"назад","18997","",""
"корито","18996","",""
"сложа","18995","",""
"започна","18994","",""
"яле","18993","dialectal lexeme",""
"преко","18992","dialectal lexeme",""
"скара","18990","",""
"пазя","18983","",""
"летня","12507","",""
"слаб","11870","",""
"месо","11849","",""
"сляза","11731","",""
"тежък","11730","",""
"шосе","11645","",""
"шут","11631","dialectal lexeme",""
"кошуля","11630","Balkan Latin loan, dialectal lexeme",""
"дома","11629","",""
"ето","11628","",""
"що","11627","",""
"оно","11626","dialectal lexeme",""
"толкав","11625","",""
"кача","11624","",""
"вардя","11623","",""
"говедо","11622","",""
"бабахак","11621","Turkish loan, dialectal lexeme",""
"момар","11620","dialectal lexeme",""
"весело","11619","",""
"тъмен","11618","",""
"сглеждам","11617","",""
"дохождам","11616","",""
"пия","11614","",""
"различно","11613","",""
"ща","11612","",""
"близичък","11611","",""
"утре","11598","",""
"радост","11593","",""
"Долни Лом","11566","",""
"леле","11565","",""
"лел","11564","",""
"боб","11561","",""
"чорба","11560","Turkish loan",""
"кошара","11549","",""
"крава","11543","",""
"стопанство","11538","",""
"магаре","11537","Greek loan",""
"валя","11501","",""
"зова","11489","",""
"Анна","11488","",""
"хапя","11465","",""
"щръклица","11455","",""
"завардя","11452","",""
"никога","11451","",""
"кротък","11450","",""
"мъча","11448","",""
"патя","11447","Greek loan",""
"мина","11446","",""
"бинт","11445","",""
"превържа","11443","",""
"премия","11442","",""
"заведа","11441","",""
"Лом","11440","",""
"Долни","11439","",""
"преспя","11438","",""
"доктор","11437","",""
"доста","11436","",""
"скълцам","11435","",""
"железен","11434","",""
"ребро","11433","",""
"проваля","11431","dialectal usage",""
"нов","11430","",""
"грабна","11429","",""
"бода","11428","",""
"болен","11427","",""
"защо","11426","",""
"загина","11425","",""
"жал","11424","",""
"влизам","11423","",""
"порта","11422","Balkan Latin loan",""
"явя","11421","",""
"горе","11420","",""
"кръв","11419","",""
"мале","11418","",""
"мокър","11417","",""
"боля","11416","",""
"пипна","11413","",""
"мишница","11412","",""
"под","11411","",""
"утрепя","11410","",""
"толкова","11409","",""
"би","11408","",""
"мирувам","11407","",""
"старовремски","11399","compound",""
"печка","11398","",""
"кора","11388","",""
"тепсия","11387","Turkish loan",""
"точа","11380","",""
"бързам","11369","",""
"животно","11368","",""
"толкоз","11366","",""
"стигам","11365","",""
"мълча","11363","",""
"отговарям","11362","",""
"свирка","11361","",""
"свой","11360","",""
"чичо","11359","",""
"пазарувам","11358","",""
"лев","11357","",""
"хиляда","11356","Greek loan",""
"Бонка","11355","",""
"представлявам","11354","",""
"годеж","11353","",""
"чакам","11352","",""
"сватба","11351","",""
"сгоден","11349","",""
"приема","11348","",""
"занеса","11347","",""
"златен","11346","",""
"туря","11345","",""
"нишан","11344","Turkish loan",""
"питам","11343","",""
"някой","11342","",""
"пращам","11341","",""
"пратя","11340","",""
"шия","11339","",""
"къща","11338","",""
"Чирпан","11337","",""
"къде","11336","",""
"весел","11335","",""
"доведа","11334","",""
"вчера","11333","",""
"незаменим","11332","",""
"внук","11331","",""
"син","11330","",""
"таковам","11329","",""
"другар","11328","",""
"пийвам","11327","",""
"чат-пат","11326","",""
"пуша","11325","",""
"момче","11324","",""
"нещо","11323","",""
"намирам","11321","",""
"какъв","11320","",""
"кусур","11319","Turkish loan",""
"харесам","11317","Greek loan",""
"масло","11305","",""
"извадя","11304","",""
"бъркам","11303","",""
"сипвам","11302","",""
"кисел","11301","",""
"гърне","11300","",""
"доя","11299","",""
"мляк","11298","",""
"издоя","11297","",""
"мляко","11296","",""
"фурна","11295","",""
"хабер","11294","Turkish loan",""
"сегашен","11293","",""
"ранен","11292","",""
